Time,Text
2022-11-18 22:47:08+00:00,"b""RT @urchilla01: Peter Obi should never stop saying that he didn't steal state funds as a governor. He should keep screaming it &amp; reminding\xe2\x80\xa6"""
2022-11-18 22:47:06+00:00,b'RT @multimeverse: These are the type of people Peter obi is selecting to run with him as the president of Nigeria &amp; not the type of politic\xe2\x80\xa6'
2022-11-18 22:47:05+00:00,"b'RT @JaypeeGeneral: Peter Obi, Na YOU we want as our President! PO remains the most accepted presidential candidate in this election. He is\xe2\x80\xa6'"
2022-11-18 22:47:05+00:00,b'@MoghaluKingsley @KwankwasoRM @officialABAT @PeterObi I still see everything working in favor of Peter Obi... From\xe2\x80\xa6 https://t.co/OUU15e1oWp'
2022-11-18 22:47:02+00:00,"b'RT @MissPearls: BREAKING: The Incoming President of the Federal Rep of Nigeria, HE Peter Obi and his running mate, Dr Datti Baba-Ahmed will\xe2\x80\xa6'"
2022-11-18 22:47:02+00:00,"b'RT @IgweOdyssey: Truly, there is no alternative to Peter Obi. The other two are wicked looters.\n\nBaba blue funsho Williams mueez akande nai\xe2\x80\xa6'"
2022-11-18 22:47:00+00:00,"b""RT @AishaYesufu: When Peter Obi @PeterObi speaks I don't hold my breath. I know he is capable. Beyond his capacity is the fact that he is w\xe2\x80\xa6"""
2022-11-18 22:47:00+00:00,"b""RT @dokubohilda: Nigerians do not allow any confused being to confuse you with all what not. This is he. I can't wait for us to start the p\xe2\x80\xa6"""
2022-11-18 22:46:59+00:00,"b""RT @GoziconC: Psquare will be celebrating their birthday at the Eko Hotels and Suites located in Tinubu's Lagos.\n\nThey refused to Celebrate\xe2\x80\xa6"""
2022-11-18 22:46:57+00:00,"b'RT @omoelerinjare: OF ALL THE CANDIDATES CONSTESTING FOR PRESIDENT AND VICE-PRESIDENT WHO HAVE HELD ELECTIVE POST BEFORE, ONLY PETER OBI IS\xe2\x80\xa6'"
2022-11-18 22:46:55+00:00,"b'RT @JosephOnuorah: Mr Peter Obi will not waste Govt funds \n\nIf we want our country back, we all have to contribute our quota!!!\n\nLet\xe2\x80\x99s not\xe2\x80\xa6'"
2022-11-18 22:46:50+00:00,b'RT @jgoldmonye: NBS: 103Million Nigerians now living in poverty. This is what they gained by voting Buhari. Now they are now packaging agba\xe2\x80\xa6'
2022-11-18 22:46:50+00:00,b'RT @Nkemchor_: I just hope Kadaria Ahmed will be neutral and ask the right questions. Our Principal HE Peter Obi will be on News Central on\xe2\x80\xa6'
2022-11-18 22:46:49+00:00,b'RT @multimeverse: Omo anambra people are really angry for this one term governor soludo! Peter obi that is the foundation of light in anamb\xe2\x80\xa6'
2022-11-18 22:46:49+00:00,b'Throwback.  Peter Obi invited Wike (then Education Minister) to commission 1000 renovated schools/Buses donated to\xe2\x80\xa6 https://t.co/DKPlIVdqTj'
2022-11-18 22:46:49+00:00,b'RT @Nkemchor_: I just hope Kadaria Ahmed will be neutral and ask the right questions. Our Principal HE Peter Obi will be on News Central on\xe2\x80\xa6'
2022-11-18 22:46:49+00:00,b'RT @Jessehallidaygi: We must mobilize to put an End to the Evil the Buhari led APC Government is causing Nigeria.\n\nBaba Blue \xe2\x80\xa2 Jonathan \xe2\x80\xa2 K\xe2\x80\xa6'
2022-11-18 22:46:48+00:00,"b'RT @IgweOdyssey: After Jos stoned Jagaban and PDAPC, they danced to Peter Obi melodies.\n\n#INECIsCorrupt Shettima Mueez Akande Imo State Nor\xe2\x80\xa6'"
2022-11-18 22:46:46+00:00,"b""RT @AishaYesufu: When Peter Obi @PeterObi speaks I don't hold my breath. I know he is capable. Beyond his capacity is the fact that he is w\xe2\x80\xa6"""
2022-11-18 22:46:45+00:00,"b'RT @VictorIsrael_: Obidients in Oyo state, are you ready for Peter Obi and Yusuf Datti?\n\nThe Obidatti campaign train will make a stop at th\xe2\x80\xa6'"
